YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20190327,292,18,19,93,47,37,1053,0,0,10337,7,74,15
20190328,287,4,12,85,2,2,473,0,-1,10352,7,87,7
20190329,115,7,15,90,110,86,1783,0,0,10297,0,77,25
20190330,259,3,20,112,85,66,1543,0,0,10216,3,74,23
20190331,42,46,47,82,78,61,1529,0,0,10252,4,71,21
20190401,83,29,35,71,120,93,1973,0,0,10207,0,63,27
20190402,169,32,36,93,40,31,949,32,117,10048,6,79,14
20190403,164,20,28,61,37,28,965,18,43,10010,8,86,13
20190404,140,22,24,56,25,19,970,0,0,10014,8,83,12
20190405,71,27,30,78,95,72,1761,0,0,10066,7,75,24
20190406,79,26,30,106,35,26,993,0,-1,10055,8,80,15
20190407,71,29,33,151,89,67,1660,0,-1,10061,7,60,27
20190408,65,24,28,143,95,71,1733,0,0,10102,4,57,28
20190409,49,49,50,96,119,88,2019,0,0,10134,7,62,29
20190410,35,53,54,60,125,92,2241,0,0,10188,0,58,29
20190411,40,38,39,61,109,80,2003,0,0,10245,3,58,26
20190412,45,38,38,53,69,51,1342,0,0,10263,5,59,17
20190413,36,35,37,29,102,74,1871,0,-1,10262,3,74,22
20190414,61,33,36,55,92,67,1892,0,0,10263,3,68,24
20190415,88,44,46,106,113,82,1987,0,0,10230,3,61,30
20190416,87,40,43,125,117,84,2039,0,0,10171,6,53,32
20190417,119,25,30,127,32,23,964,0,0,10218,8,76,15
20190418,86,47,48,163,107,76,2141,0,0,10254,3,45,36
20190419,76,32,35,174,130,92,2262,0,0,10284,3,42,39
20190420,58,31,33,174,132,93,2297,0,0,10285,0,44,40
20190421,60,13,21,151,132,93,2297,0,0,10199,0,52,38
20190422,96,42,45,170,128,89,2290,0,0,10083,4,47,39
20190423,92,50,52,157,102,71,1872,0,0,9992,6,52,31
20190424,170,43,47,167,79,55,1845,35,92,9991,6,66,32
20190425,161,37,41,122,32,22,1151,19,21,10057,7,79,18
20190426,216,27,31,127,60,41,1746,0,0,10122,7,70,27
20190427,219,38,41,98,16,11,938,48,89,10110,8,77,14
20190428,197,15,24,92,18,12,1113,5,1,10182,7,82,16
20190429,2,25,28,104,120,81,2322,0,0,10251,6,77,34
20190430,7,25,26,106,0,0,482,0,0,10234,8,82,7
20190501,311,16,17,91,62,42,1854,0,0,10175,7,80,26
20190502,282,19,25,93,53,35,1116,29,51,10113,7,87,16
20190503,306,25,27,80,35,23,1310,48,24,10129,8,72,18
20190504,337,34,37,65,102,68,2009,7,9,10131,4,71,27
20190505,338,24,29,67,49,32,1547,8,6,10214,6,76,21
20190506,248,17,24,66,16,11,1091,1,1,10203,7,80,14
20190507,167,16,21,81,27,18,1194,3,2,10161,8,74,17
20190508,152,28,36,102,32,21,916,11,24,9993,8,77,13
20190509,210,27,34,124,110,72,2280,17,32,9980,7,76,35
20190510,321,15,22,105,35,23,1336,8,16,10093,7,74,20
20190511,3,36,40,96,122,79,2536,0,0,10184,5,68,37
20190512,351,29,31,95,126,81,2450,0,0,10350,2,66,35
20190513,25,28,29,94,134,86,2816,0,0,10394,2,62,41
20190514,36,30,31,108,129,83,2717,0,0,10336,4,65,41
20190515,63,31,34,121,140,89,2796,0,0,10265,3,53,43
20190516,46,41,42,118,75,48,2070,0,-1,10180,6,60,32
20190517,90,31,33,120,9,6,1028,0,0,10081,8,75,16
20190518,339,17,20,155,101,64,2373,0,0,10063,6,75,40
20190519,339,35,35,151,60,38,2015,0,0,10064,8,85,33
20190520,306,29,30,133,0,0,719,0,0,10089,8,90,11
20190521,307,39,39,118,0,0,378,0,0,10149,8,91,6
20190522,305,20,24,133,103,64,2327,0,0,10195,7,68,37
20190523,211,20,27,150,145,90,2749,0,0,10173,6,62,45
20190524,300,22,27,150,130,81,2726,0,0,10155,4,64,45
20190525,323,16,18,134,67,42,2072,0,0,10176,7,74,33
20190526,230,46,48,159,28,17,1590,35,88,10119,8,78,27
20190527,272,29,32,143,96,59,1951,0,-1,10089,7,70,32
20190528,9,24,25,111,60,37,1429,57,150,10112,5,82,22
20190529,182,19,25,130,133,82,2807,0,-1,10207,3,65,44
20190530,224,43,45,168,24,15,1079,7,2,10213,8,79,19
20190531,235,34,35,172,52,32,1805,0,-1,10237,8,73,31
20190601,208,10,23,189,138,84,2784,0,0,10206,8,70,50
20190602,191,26,34,226,118,72,2619,0,0,10124,7,59,50
20190603,256,24,26,176,16,10,1282,0,0,10132,8,67,22
20190604,123,24,32,185,55,33,1870,10,132,10080,7,70,33
20190605,252,11,30,162,15,9,887,24,155,10071,7,84,15
20190606,252,23,30,147,96,58,2280,27,86,10115,6,74,37
20190607,137,40,49,155,63,38,1841,8,10,10085,7,71,31
20190608,210,73,76,144,65,39,1336,16,71,10140,5,67,22
20190609,200,8,26,153,65,39,2173,0,-1,10215,7,69,36
20190610,39,21,32,178,59,35,1949,8,6,10122,7,72,34
20190611,244,20,27,156,79,47,2152,6,1,10117,8,74,36
20190612,249,5,26,140,32,19,792,44,214,10089,6,87,13
20190613,184,45,46,142,49,29,1652,13,27,10106,7,79,27
20190614,153,9,28,170,95,57,2309,7,7,10135,6,77,40
20190615,285,14,20,158,27,16,1203,47,95,10138,7,85,20
20190616,219,28,31,170,99,59,2243,1,1,10194,4,76,39
20190617,170,14,23,192,138,82,2676,0,0,10191,3,70,48
20190618,5,16,20,207,93,56,2304,0,-1,10137,7,70,42
20190619,227,10,23,187,56,33,1516,28,408,10075,7,83,27
20190620,239,28,33,168,66,39,1767,1,1,10121,5,78,30
20190621,255,19,28,154,101,60,2103,0,-1,10195,3,72,35
20190622,40,30,31,169,122,73,2477,0,0,10217,2,68,43
20190623,100,29,32,226,125,75,2760,0,0,10183,6,58,52
20190624,132,26,29,252,124,74,2802,0,0,10177,8,61,55
20190625,162,15,30,263,85,51,2377,0,0,10170,6,65,48
20190626,350,33,38,191,67,40,1774,0,0,10256,5,79,32
20190627,25,41,42,164,143,85,3036,0,0,10289,3,71,52
20190628,48,28,30,182,114,68,2843,0,0,10253,3,67,50
20190629,127,21,25,226,153,92,3023,0,0,10174,0,61,57
20190630,265,24,32,207,124,74,2639,0,0,10144,3,64,49
20190701,269,31,35,180,105,63,2210,0,0,10184,4,67,39
20190702,335,25,29,173,120,72,2707,0,0,10234,3,62,47
20190703,6,26,29,150,87,52,2009,0,0,10261,3,66,33
20190704,307,12,17,164,140,84,2814,0,0,10237,6,65,48
20190705,296,24,27,188,114,69,2708,0,0,10172,4,63,48
20190706,285,20,26,164,54,33,1669,25,22,10122,6,80,28
20190707,328,23,26,140,54,33,1668,0,0,10162,6,71,27
20190708,318,26,30,138,35,21,1318,3,3,10202,7,73,21
20190709,343,21,25,147,139,84,2731,0,0,10215,5,65,45
20190710,177,16,20,147,2,1,950,50,39,10192,8,81,16
20190711,253,11,23,188,58,35,1930,0,-1,10123,7,76,34
20190712,285,19,25,168,27,16,1102,33,286,10124,8,87,19
20190713,329,24,27,168,16,10,1119,13,23,10187,8,81,19
20190714,347,28,30,157,30,18,1392,2,1,10207,8,75,23
20190715,333,24,25,155,19,12,1278,0,-1,10205,8,75,21
20190716,306,8,13,157,21,13,1001,0,0,10188,7,77,17
20190717,100,5,13,175,113,70,2697,0,0,10150,5,75,47
20190718,206,26,31,190,36,22,1626,8,7,10110,8,74,29
20190719,204,15,21,194,59,37,2062,0,0,10129,8,74,37
20190720,207,28,35,194,47,29,1192,31,84,10107,6,76,21
20190721,275,21,25,185,80,50,2087,0,0,10205,7,71,37
20190722,232,25,30,206,119,74,2563,0,0,10224,6,71,47
20190723,110,10,20,241,149,93,2724,0,0,10195,1,64,53
20190724,136,8,25,264,133,83,2558,0,0,10141,3,60,51
20190725,110,18,20,288,129,81,2492,0,0,10133,3,57,52
20190726,64,7,41,288,111,70,2456,0,0,10083,5,50,51
20190727,242,13,24,228,84,53,2133,5,22,10025,7,76,41
20190728,269,25,27,195,23,15,1153,0,-1,10042,8,83,21
20190729,255,7,21,194,113,72,2292,0,0,10111,2,72,41
20190730,192,21,29,218,127,81,2401,0,0,10109,3,59,45
20190731,205,41,42,181,59,38,1393,4,42,10143,5,74,25
20190801,228,26,32,183,54,35,1392,9,32,10158,6,79,25
20190802,289,15,35,183,39,25,1145,20,83,10147,6,85,20
20190803,339,18,20,176,19,12,1227,0,0,10183,7,80,21
20190804,129,9,14,191,81,53,2197,0,0,10153,6,75,39
20190805,236,22,29,207,63,41,1882,0,-1,10102,7,72,35
20190806,225,31,34,191,65,43,1691,0,0,10090,7,70,30
20190807,231,40,41,191,101,66,1995,9,35,10070,4,69,36
20190808,241,27,33,185,89,59,1892,2,3,10108,5,71,34
20190809,150,31,36,199,17,11,635,33,72,10063,8,82,12
20190810,221,72,73,202,95,63,1712,1,2,10085,3,63,31
20190811,213,45,45,182,63,42,1600,0,0,10133,5,66,28
20190812,222,23,30,160,69,46,1489,47,143,10140,5,82,25
20190813,242,24,27,146,78,53,1597,47,93,10167,6,79,26
20190814,192,34,36,164,61,41,1741,50,59,10151,7,75,30
20190815,241,34,40,172,37,25,1254,24,37,10105,7,83,22
20190816,191,30,31,174,51,35,1561,17,6,10136,8,76,27
20190817,205,34,35,174,8,5,485,43,130,10065,8,88,8
20190818,214,30,33,168,31,21,870,4,2,10065,6,81,15
20190819,217,43,44,164,79,55,1682,1,2,10150,3,75,29
20190820,235,26,30,155,91,63,1677,0,-1,10226,2,75,28
20190821,177,14,18,153,130,91,2188,0,0,10273,3,75,36
20190822,223,14,20,162,126,88,2205,0,0,10253,5,74,37
20190823,113,5,13,176,121,85,2171,0,0,10252,6,69,38
20190824,106,8,14,200,130,92,2185,0,0,10204,2,68,40
20190825,57,4,14,212,123,87,2118,0,0,10191,3,64,39
20190826,33,20,22,234,114,81,1951,0,0,10180,1,66,38
20190827,96,6,13,240,106,76,1937,0,0,10145,2,70,38
20190828,240,18,24,223,41,29,1415,0,-1,10136,7,73,27
20190829,240,25,29,185,58,42,1433,0,-1,10192,6,77,25
20190830,208,17,22,165,110,80,1894,0,0,10218,8,79,32
20190831,208,9,21,196,100,73,1853,0,-1,10122,5,71,34
20190901,284,25,27,164,60,44,1400,0,-1,10158,6,66,24
20190902,244,26,28,159,88,65,1602,0,0,10226,4,63,27
20190903,224,29,32,162,13,10,574,0,-1,10219,7,77,10
20190904,209,36,37,150,26,19,565,23,86,10145,6,87,9
20190905,293,27,33,134,79,59,1391,8,9,10206,4,76,22
20190906,219,42,43,140,29,22,1081,24,101,10212,8,73,17
20190907,322,11,18,138,52,39,1123,25,27,10189,7,88,18
20190908,333,20,23,129,102,77,1770,0,0,10195,3,78,28
20190909,230,8,15,114,90,69,1474,0,0,10154,4,78,22
20190910,282,6,12,124,42,32,1247,0,0,10182,5,80,19
20190911,211,35,36,149,3,2,363,63,54,10204,8,91,6
20190912,232,29,30,184,55,43,1146,0,0,10264,6,81,20
20190913,341,14,24,165,79,61,1504,13,11,10325,5,79,26
20190914,86,8,14,132,115,90,1727,0,0,10319,4,76,27
20190915,263,20,23,152,79,62,1476,0,0,10230,7,81,24
20190916,9,11,15,134,8,6,490,55,43,10209,8,92,8
20190917,307,22,27,116,49,39,1105,0,0,10227,7,78,17
20190918,322,16,19,109,51,41,1141,0,0,10279,6,78,17
20190919,22,10,14,116,61,49,1194,0,0,10309,7,80,18
20190920,81,17,18,119,102,82,1567,0,0,10277,4,70,24
20190921,105,38,39,158,114,92,1669,0,0,10171,0,56,28
20190922,155,25,33,186,86,70,1385,27,46,10083,6,66,25
20190923,202,24,28,160,42,34,879,14,10,10133,7,84,15
20190924,156,36,36,150,0,0,397,53,56,10075,8,85,7
20190925,186,36,37,153,2,2,464,8,11,10043,8,88,8
20190926,196,40,41,159,0,0,218,73,156,10061,8,91,4
20190927,207,49,50,155,63,53,933,12,10,10065,7,83,16
20190928,222,58,58,155,33,28,690,20,60,10085,8,81,12
20190929,211,46,53,150,1,1,274,121,221,9981,8,90,5
20190930,256,28,36,143,50,43,897,59,87,10080,7,84,15
20191001,231,27,45,151,14,12,565,74,171,9999,8,90,9
20191002,299,24,27,105,73,63,1079,7,10,10121,5,80,16
20191003,254,12,21,114,44,38,801,9,7,10163,7,85,12
20191004,169,6,36,106,5,4,307,73,119,10048,8,90,5
20191005,91,22,26,99,74,65,983,0,0,10163,8,82,14
20191006,98,51,54,90,0,0,205,74,101,10124,8,89,3
20191007,137,23,35,99,5,4,443,12,12,10157,8,87,6
20191008,224,39,40,132,5,4,364,51,56,10061,6,89,6
20191009,217,43,44,117,2,2,505,39,185,10049,8,85,8
20191010,222,45,45,125,64,58,856,9,7,10106,6,81,13
20191011,208,64,64,147,0,0,210,44,19,10089,8,82,3
20191012,249,5,22,124,0,0,158,136,67,10089,8,94,2
20191013,202,32,38,163,12,11,516,11,62,10074,8,87,9
20191014,113,16,23,150,21,19,435,7,15,10094,8,90,7
20191015,201,27,28,150,10,9,401,19,4,10060,8,86,7
20191016,183,38,38,131,29,27,404,77,87,10068,7,91,6
20191017,197,22,27,131,31,29,689,36,10,10084,7,88,11
20191018,198,49,54,125,28,27,483,5,3,10039,7,79,8
20191019,184,38,38,120,38,36,623,23,13,10039,8,83,10
20191020,77,8,17,109,19,18,377,0,-1,10092,8,91,6
20191021,147,8,27,121,2,2,232,35,72,10159,8,89,4
20191022,226,15,20,114,14,14,362,0,-1,10226,7,92,5
20191023,72,17,20,115,34,33,603,5,1,10145,7,91,9
20191024,195,34,36,146,38,37,539,3,8,10072,8,83,9
20191025,199,51,52,138,34,34,589,0,-1,10154,8,82,9
20191026,210,55,60,164,59,59,739,22,22,10108,7,73,13
20191027,272,24,25,95,45,45,660,4,3,10203,7,77,10
20191028,327,6,12,63,55,56,642,0,-1,10236,5,88,8
20191029,39,19,20,60,81,82,788,0,0,10263,2,83,10
20191030,77,30,30,45,79,81,809,0,0,10277,0,82,10
20191031,89,25,25,34,83,85,808,0,0,10221,3,82,10
20191101,159,34,35,76,0,0,157,88,35,10035,8,92,2
20191102,199,53,55,132,38,40,501,35,116,9868,8,80,8
20191103,170,17,26,105,21,22,383,75,135,9843,7,91,6
20191104,182,28,30,103,17,18,295,28,32,9876,8,92,4
20191105,211,13,17,92,1,1,200,34,43,9960,8,92,3
20191106,348,8,16,84,34,36,492,4,3,10021,8,87,7
20191107,160,30,38,78,6,6,185,39,56,9972,6,89,3
20191108,170,20,21,49,80,87,669,0,0,10056,1,90,8
20191109,206,37,40,68,27,29,438,4,2,10061,7,83,6
20191110,160,12,13,24,78,86,646,0,0,10124,1,90,7
20191111,185,43,47,52,2,2,153,52,83,10029,8,89,2
20191112,192,49,50,52,27,30,265,34,52,9985,7,85,3
20191113,198,29,34,60,17,19,197,48,87,9988,7,91,3
20191114,116,31,35,57,5,6,263,0,0,10015,8,84,3
20191115,58,29,31,43,4,5,143,0,0,10024,8,86,2
20191116,175,15,17,39,2,2,288,0,0,10080,8,88,4
20191117,34,10,20,47,46,53,435,10,12,10114,7,86,5
20191118,312,27,30,66,0,0,162,62,54,10087,8,88,2
20191119,250,19,22,46,23,27,327,28,20,10160,5,88,4
20191120,104,21,22,15,63,73,445,0,0,10172,4,91,5
20191121,105,36,38,30,32,37,364,0,0,10085,8,86,4
20191122,133,40,42,67,50,59,448,5,3,10034,7,85,6
20191123,85,39,40,60,6,7,213,0,0,9996,8,82,3
20191124,138,13,17,48,49,58,371,0,0,10064,8,94,5
20191125,142,27,27,72,37,44,343,0,0,10082,7,93,5
20191126,160,34,35,96,0,0,107,29,19,10008,8,92,2
20191127,177,46,53,104,6,7,159,66,116,9870,8,88,2
20191128,244,41,47,93,0,0,97,116,142,9912,8,90,1
20191129,289,18,18,43,33,40,296,1,1,10124,4,82,4
20191130,46,1,10,9,62,76,403,0,-1,10233,2,91,4
20191201,29,15,18,2,49,60,369,0,0,10225,7,94,4
20191202,283,17,18,45,24,30,286,15,29,10267,6,91,4
20191203,217,24,26,49,69,86,374,0,0,10274,4,88,5
20191204,154,15,16,13,66,82,407,0,0,10222,2,93,5
20191205,201,36,36,16,0,0,148,6,1,10187,8,97,2
20191206,213,66,68,66,0,0,31,144,155,10063,8,92,0
20191207,234,42,45,94,0,0,121,3,2,10107,8,82,2
20191208,223,71,72,93,20,25,150,39,47,9994,7,79,2
20191209,265,22,40,65,15,19,182,40,52,10038,6,80,2
20191210,190,50,53,53,58,74,347,0,-1,10185,7,76,4
20191211,200,38,39,64,3,4,145,43,41,10057,8,91,2
20191212,172,47,52,45,62,79,353,20,19,9945,6,85,4
20191213,172,23,42,48,0,0,89,82,55,9781,8,90,1
20191214,230,47,52,60,15,19,194,50,57,9890,7,78,3
20191215,213,58,62,72,30,39,235,16,18,9979,6,77,3
20191216,169,26,31,70,0,0,79,38,8,10034,8,91,1
20191217,197,28,38,99,13,17,154,15,9,10004,8,84,2
20191218,170,31,36,68,39,50,269,0,0,10135,7,88,4
20191219,148,46,46,106,59,76,300,11,11,10051,8,81,4
20191220,171,46,54,103,4,5,81,20,10,9865,7,76,1
20191221,164,43,46,72,2,3,125,6,2,9866,7,84,2
20191222,207,23,40,78,0,0,66,119,78,9841,8,92,1
20191223,239,38,40,79,13,17,165,5,3,10055,7,85,2
20191224,235,35,44,83,0,0,77,69,90,10079,8,88,1
20191225,283,21,23,78,28,36,234,12,18,10202,7,86,3
20191226,135,25,28,58,0,0,100,12,4,10223,8,90,1
20191227,72,28,29,33,63,81,370,20,14,10299,5,87,4
20191228,138,17,19,-1,47,61,280,0,0,10395,8,94,3
20191229,164,24,25,12,12,15,217,0,0,10360,8,84,2
20191230,206,35,36,46,61,78,388,0,0,10292,3,64,5
20191231,100,6,16,42,58,74,362,0,0,10337,7,93,4
20200101,161,24,27,8,0,0,81,0,0,10318,8,99,1
20200102,187,40,41,39,0,0,68,0,0,10238,8,95,1
20200103,238,33,46,76,0,0,59,58,45,10188,7,88,1
20200104,263,33,35,67,0,0,94,23,11,10297,8,88,1
20200105,222,31,31,69,0,0,86,1,1,10330,8,87,1
20200106,198,39,41,60,35,44,295,5,3,10240,7,82,4
20200107,205,42,44,66,3,4,136,0,-1,10238,6,91,2
20200108,223,37,39,104,0,0,78,60,35,10213,8,94,1
20200109,199,49,52,115,0,0,61,92,60,10104,8,92,1
20200110,272,22,32,68,13,16,188,10,6,10199,6,86,3
20200111,200,51,51,60,18,22,262,0,0,10275,8,78,3
20200112,216,49,52,75,0,0,64,31,18,10193,8,83,1
20200113,187,50,53,78,33,40,302,0,-1,10135,7,85,4
20200114,198,73,74,106,0,0,92,102,100,10027,8,84,1
20200115,204,57,60,94,0,0,81,49,35,10105,6,78,1
20200116,164,38,40,72,71,86,461,0,0,10214,6,85,6
20200117,204,38,46,83,8,10,98,6,7,10144,7,79,1
20200118,251,27,33,45,40,48,317,13,23,10245,4,84,4
20200119,329,21,23,35,51,61,406,0,-1,10402,2,87,5
20200120,208,11,13,29,3,4,198,0,0,10467,7,94,2
20200121,198,19,20,7,0,0,166,0,0,10415,6,98,2
20200122,229,12,15,44,0,0,111,30,4,10368,8,98,1
20200123,119,13,15,37,16,19,252,18,4,10312,6,95,3
20200124,189,21,23,23,2,2,197,0,0,10235,8,93,2
20200125,164,28,29,20,0,0,127,0,0,10211,8,92,1
20200126,172,37,40,55,45,51,462,13,8,10138,8,89,6
20200127,194,44,47,82,7,8,212,52,84,10022,8,89,3
20200128,238,55,58,54,28,32,303,44,52,9933,7,81,4
20200129,250,46,49,60,21,24,272,10,7,10061,8,77,4
20200130,218,54,58,85,7,8,294,43,9,10052,8,87,4
20200131,226,62,64,109,0,0,146,5,1,10065,8,87,2
20200201,239,63,65,106,19,21,285,5,2,10036,7,79,4
20200202,230,39,46,89,0,0,115,62,70,10072,8,86,2
20200203,253,47,48,92,12,13,322,17,23,10099,7,79,5
20200204,289,34,38,51,21,23,290,35,64,10159,5,84,4
20200205,274,13,18,48,56,60,607,0,0,10349,7,82,8
20200206,247,11,15,50,54,58,540,0,0,10316,6,87,7
20200207,139,37,38,39,83,88,764,0,0,10246,1,78,9
20200208,186,36,39,70,3,3,163,28,9,10179,8,85,2
20200209,206,94,98,100,0,0,140,47,186,9984,8,79,2
20200210,251,83,86,80,20,21,359,21,28,9934,8,69,5
20200211,257,80,80,63,23,24,392,1,3,10028,7,56,5
20200212,250,54,56,55,36,37,482,1,1,10121,7,66,6
20200213,190,33,41,57,6,6,179,87,143,10016,8,87,2
20200214,229,29,37,73,15,15,369,8,3,10176,8,79,5
20200215,193,67,68,106,7,7,371,4,1,10127,8,75,6
20200216,212,89,95,121,0,0,180,64,126,9996,8,78,3
20200217,225,71,72,81,55,55,631,9,42,10105,5,73,9
20200218,232,64,67,76,60,59,666,20,53,10170,7,73,9
20200219,249,42,49,62,43,42,608,41,44,10171,7,76,8
20200220,223,59,68,82,15,15,430,52,57,10121,8,80,6
20200221,230,59,61,73,15,15,466,0,0,10220,6,73,6
20200222,231,76,79,92,1,1,186,18,9,10172,8,77,3
20200223,259,57,63,87,7,7,152,93,317,10144,7,82,2
20200224,223,53,60,76,0,0,145,76,101,10108,8,85,2
20200225,246,49,52,66,60,57,843,24,35,9976,6,72,11
20200226,273,27,30,34,24,23,533,74,104,9991,7,86,6
20200227,202,12,27,27,0,0,196,74,50,10020,7,89,2
20200228,194,46,50,46,14,13,508,66,81,10095,7,83,6
20200229,208,70,75,87,29,27,512,16,17,9901,6,75,7
20200301,218,67,67,66,44,41,785,0,-1,9910,7,72,10
20200302,195,20,31,55,0,0,244,95,87,9905,7,90,3
20200303,223,30,33,44,70,64,915,15,27,10021,3,83,11
20200304,228,19,26,65,61,55,907,6,9,10086,7,79,12
20200305,73,39,42,55,0,0,280,100,118,9948,8,90,4
20200306,344,39,40,62,11,10,674,49,19,9996,8,80,9
20200307,220,38,41,66,64,57,959,0,0,10159,4,76,13
20200308,200,54,55,87,8,7,314,14,6,10090,8,82,4
20200309,229,42,45,78,47,41,936,26,37,10106,8,80,13
20200310,234,66,70,101,0,0,179,147,164,10035,8,92,3
20200311,234,48,49,110,40,35,891,69,80,10089,8,85,13
20200312,243,71,73,84,73,63,1164,27,47,10083,4,66,16
20200313,257,39,42,66,22,19,565,29,54,10161,7,81,8
20200314,172,39,41,67,56,48,1088,5,5,10185,7,80,15
20200315,189,46,47,96,7,6,404,0,0,10123,8,78,6
20200316,291,14,18,75,67,57,1203,0,0,10202,4,82,16
20200317,221,40,40,86,81,68,1366,0,0,10281,8,68,19
20200318,228,39,40,105,27,23,902,0,0,10254,7,64,13
20200319,27,23,26,85,0,0,391,0,0,10258,8,87,5
20200320,32,45,46,67,3,2,512,0,-1,10279,6,75,7
20200321,69,61,63,46,111,91,1737,0,0,10290,0,61,22
20200322,88,61,62,46,113,92,1844,0,0,10309,0,50,23
20200323,122,57,58,47,113,92,1851,0,0,10321,1,43,23
20200324,130,43,45,49,113,91,1848,0,0,10303,3,44,23
20200325,85,34,39,55,115,92,1897,0,0,10268,3,44,24
20200326,69,47,48,66,115,92,1826,0,0,10235,1,40,24
20200327,38,47,47,85,115,91,1720,0,0,10214,0,54,24
20200328,17,57,58,74,109,86,1741,0,-1,10253,2,64,24
20200329,17,66,67,47,107,84,1693,0,-1,10323,2,51,21
20200330,338,19,23,38,43,34,950,5,20,10306,5,78,12
20200331,28,32,33,41,120,93,2028,0,0,10304,0,62,25
20200401,307,14,16,39,66,51,1488,0,0,10219,5,73,18
20200402,244,35,37,70,28,22,1002,0,-1,10131,8,74,13
20200403,294,21,25,66,34,26,974,0,-1,10167,5,74,13
20200404,147,28,32,73,120,91,2083,0,0,10234,2,59,28
20200405,130,50,50,126,123,93,2089,0,0,10195,0,47,33
20200406,205,25,39,143,91,69,1800,6,1,10197,3,57,29
20200407,89,25,26,122,122,92,2066,0,0,10298,5,65,32
20200408,32,9,17,150,110,82,1966,0,0,10246,5,65,32
20200409,31,25,28,133,100,74,1981,0,0,10259,3,65,31
20200410,45,26,28,115,125,92,2081,0,0,10269,7,58,32
20200411,91,11,18,122,125,92,2189,0,0,10232,7,54,34
20200412,241,4,20,140,91,67,1792,2,1,10152,4,61,29
20200413,12,57,58,78,68,50,1759,0,-1,10236,7,55,24
20200414,356,21,23,60,27,20,1058,0,-1,10274,7,67,14
20200415,117,6,15,85,125,90,2206,0,0,10234,4,67,31
20200416,40,20,27,130,119,85,2131,0,0,10170,6,60,34
20200417,45,42,43,109,123,88,2220,0,0,10178,2,61,33
20200418,12,15,25,111,28,20,906,18,10,10163,7,74,14
20200419,60,44,47,125,130,92,2401,0,-1,10192,1,43,37
20200420,73,69,70,127,132,93,2442,0,0,10196,0,38,38
20200421,75,73,74,139,132,93,2444,0,0,10188,0,40,39
20200422,76,56,56,152,132,92,2463,0,0,10206,0,41,41
20200423,83,14,28,158,134,93,2416,0,0,10188,4,47,41
20200424,348,34,35,124,118,82,2354,0,0,10144,7,64,37
20200425,351,25,28,98,64,44,1721,0,0,10146,5,66,25
20200426,336,9,15,90,129,89,2460,0,0,10121,0,73,35
20200427,265,10,24,124,115,79,2344,0,0,10075,4,64,36
20200428,35,29,30,94,9,6,542,49,17,10044,8,90,8
20200429,209,28,33,117,24,16,1000,64,25,10030,8,83,15
20200430,199,44,48,115,71,48,1607,21,73,9985,7,70,24
20200501,231,37,43,105,48,32,1240,18,29,9992,7,77,18
20200502,272,31,34,103,63,42,1453,15,39,10091,6,77,21
20200503,281,3,17,110,28,19,1429,30,7,10170,7,80,21
20200504,29,37,38,108,112,74,2459,11,4,10200,3,71,37
20200505,37,35,36,92,140,93,2669,0,0,10227,1,62,38
20200506,20,19,25,106,142,94,2682,0,0,10259,1,63,40
20200507,42,8,14,120,140,92,2589,0,0,10234,4,66,40
20200508,38,9,14,145,108,71,2336,0,0,10181,6,62,38
20200509,49,28,30,171,139,91,2636,0,0,10123,4,56,45
20200510,19,46,48,129,44,29,1755,0,-1,10083,7,68,28
20200511,15,62,63,84,112,72,2215,5,6,10160,5,53,31
20200512,289,23,25,77,80,52,2013,0,0,10184,4,65,28
20200513,9,28,35,72,72,46,1748,2,2,10151,4,66,24
20200514,23,32,33,71,103,66,2016,0,0,10211,2,61,27
20200515,337,19,21,85,100,64,2147,0,0,10229,4,68,30
20200516,266,22,28,98,67,43,1828,0,0,10227,6,71,27
20200517,268,20,25,121,112,71,2210,0,0,10234,5,63,34
20200518,244,27,30,149,124,78,2687,0,0,10225,7,65,44
20200519,296,24,28,166,123,78,2623,0,0,10222,4,66,45
20200520,29,18,20,162,115,72,2327,0,0,10231,5,72,39
20200521,150,17,21,192,141,88,2740,0,0,10205,5,62,49
20200522,225,37,44,190,30,19,1314,8,2,10169,8,56,24
20200523,241,53,53,153,99,62,2397,0,0,10218,6,60,40
20200524,263,33,35,135,18,11,606,43,27,10284,7,78,10
20200525,330,22,27,155,126,78,2581,0,0,10339,3,72,43
20200526,329,12,19,163,132,82,2751,0,0,10351,6,65,47
20200527,3,32,35,158,131,81,2800,0,0,10344,3,67,47
20200528,26,38,40,141,148,91,2994,0,0,10338,2,59,48
20200529,44,29,30,153,152,93,3005,0,0,10280,1,58,50
20200530,64,32,36,178,144,88,2804,0,0,10239,1,48,49
20200531,62,45,46,172,152,93,2898,0,0,10233,5,52,50
20200601,49,27,30,188,122,74,2744,0,0,10220,7,51,49
20200602,259,7,23,201,127,77,2636,0,0,10156,8,55,48
20200603,294,29,32,175,104,63,2377,0,0,10046,8,70,41
20200604,312,34,37,128,9,5,933,33,30,9979,7,80,15
20200605,237,28,38,99,28,17,1053,50,161,9941,7,81,15
20200606,218,57,59,116,82,50,1997,26,44,9984,6,69,30
20200607,247,36,39,127,35,21,1286,14,32,10068,7,78,20
20200608,332,27,36,146,109,66,2487,3,8,10147,6,73,41
