YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20010318,14,23,25,27,0,0,242,123,74,9988,8,97,3
20010319,327,43,44,19,42,35,936,32,28,10118,5,82,11
20010320,95,31,33,19,51,42,1158,0,0,10154,6,74,13
20010321,81,49,48,9,0,0,232,48,58,10014,8,88,3
20010322,346,17,22,28,0,0,366,0,0,10004,8,93,4
20010323,124,20,38,67,0,0,129,82,160,10006,8,97,2
20010324,58,36,36,64,60,48,1246,0,-1,10015,7,90,16
20010325,45,54,55,29,0,0,261,0,-1,10011,8,85,3
20010326,75,34,36,30,25,20,832,0,0,10118,8,77,10
20010327,115,54,56,35,2,2,631,0,0,10123,7,74,8
20010328,147,56,58,71,17,13,613,15,11,10004,7,80,8
20010329,197,17,23,66,5,4,366,85,95,9964,7,94,5
20010330,242,23,26,65,17,13,687,0,0,10122,6,89,9
20010331,198,46,48,92,16,12,718,0,-1,10198,6,81,10
20010401,223,25,32,113,21,16,748,0,-1,10224,7,87,11
20010402,153,33,35,144,103,79,1884,0,0,10137,4,69,31
20010403,232,43,49,120,63,48,1326,0,0,10127,6,72,20
20010404,218,52,65,92,29,22,640,49,51,10040,7,79,9
20010405,213,56,62,80,54,41,1124,73,102,10094,6,79,16
20010406,228,53,58,113,19,14,977,56,71,10020,8,86,15
20010407,231,37,44,89,68,51,1283,10,29,10017,6,79,18
20010408,294,24,29,69,44,33,861,29,30,10158,6,84,12
20010409,157,30,33,78,0,0,454,0,-1,10148,7,87,6
20010410,287,30,38,96,30,22,1201,8,4,10092,7,85,17
20010411,357,44,46,84,61,45,1409,12,25,10221,6,80,20
20010412,323,36,37,48,73,53,1419,3,1,10283,4,75,18
20010413,358,39,41,38,64,47,1365,0,-1,10297,5,58,17
20010414,220,26,34,18,33,24,959,88,92,10240,7,82,11
20010415,299,44,45,76,12,9,722,59,45,10067,7,89,10
20010416,330,36,38,66,31,22,1066,61,81,10139,7,89,14
20010417,256,31,39,61,10,7,873,4,2,10155,7,75,11
20010418,308,34,49,51,63,45,1532,71,56,10047,6,80,19
20010419,274,35,38,39,76,54,1476,46,58,10059,6,84,18
20010420,358,10,21,37,19,13,963,14,6,10085,5,87,12
20010421,23,34,35,57,88,62,1708,0,0,10124,2,78,22
20010422,122,9,17,59,102,71,2053,0,0,10075,3,73,27
20010423,91,18,18,80,56,39,1091,0,0,10052,5,64,15
20010424,160,37,39,104,53,37,1383,10,5,10066,6,71,20
20010425,202,30,35,102,30,21,1006,40,38,10070,7,86,15
20010426,235,54,56,106,52,36,1372,21,57,10123,6,76,20
20010427,210,31,32,106,15,10,1153,21,11,10130,7,81,17
20010428,224,43,47,106,62,42,1326,19,25,10066,5,81,20
20010429,177,34,37,126,75,51,1780,0,-1,10069,6,71,28
20010430,29,9,29,127,43,29,1451,25,85,10111,7,81,23
20010501,28,57,58,107,39,26,1360,0,0,10193,6,78,20
20010502,45,45,48,140,107,72,2188,0,0,10174,5,66,35
20010503,5,25,28,122,17,11,967,46,38,10054,7,82,15
20010504,7,39,40,84,0,0,629,19,22,10112,7,82,9
20010505,20,56,56,81,93,62,2123,0,0,10187,5,67,29
20010506,33,51,52,106,68,45,1680,0,0,10221,6,68,25
20010507,33,50,51,111,138,91,2607,0,0,10258,3,66,39
20010508,18,35,36,107,80,52,2022,0,0,10271,4,73,30
20010509,56,39,41,175,123,80,2218,0,0,10213,2,66,39
20010510,96,42,45,194,144,94,2661,0,0,10194,1,52,48
20010511,31,30,32,187,143,93,2702,0,0,10212,1,57,48
20010512,77,30,32,183,144,93,2661,0,0,10192,2,57,47
20010513,104,19,25,187,121,78,2642,0,0,10110,6,56,47
20010514,277,22,24,147,11,7,1264,35,59,10060,8,87,21
20010515,224,27,30,144,62,40,1714,25,23,10050,7,80,28
20010516,210,43,47,137,41,26,1171,42,95,10029,6,86,19
20010517,213,63,66,121,49,31,1512,8,16,10056,6,75,23
20010518,268,37,40,117,20,13,1022,23,19,10154,7,85,16
20010519,275,29,31,118,113,71,2263,0,0,10236,3,76,35
20010520,359,20,22,116,86,54,2085,0,0,10266,4,75,32
20010521,38,41,42,123,125,78,2634,0,0,10255,5,71,41
20010522,43,39,40,139,148,93,2885,0,0,10238,2,67,46
20010523,55,31,35,168,152,95,2910,0,0,10237,1,61,50
20010524,23,37,38,157,148,92,2879,0,0,10227,2,71,48
20010525,41,27,28,154,152,94,2996,0,0,10217,2,61,50
20010526,280,14,23,165,86,53,2273,0,0,10196,7,66,39
20010527,239,41,40,157,2,1,993,0,-1,10209,7,84,17
20010528,242,44,45,175,39,24,1120,17,11,10197,7,85,19
20010529,281,45,42,166,141,87,2894,0,0,10198,5,70,49
20010530,260,6,14,163,69,42,1561,0,0,10169,4,72,26
20010531,293,38,38,133,111,68,2255,11,8,10159,4,79,36
20010601,261,31,33,127,56,34,1433,31,25,10184,6,81,22
20010602,293,38,46,113,22,13,818,94,159,10086,7,90,12
20010603,310,48,48,97,35,21,1283,21,15,10178,6,74,19
20010604,260,29,30,120,15,9,1159,0,-1,10230,7,77,18
20010605,216,19,26,157,75,45,2263,0,0,10179,7,67,38
20010606,235,36,39,159,53,32,1927,10,12,10111,7,72,32
20010607,245,49,53,132,84,51,2205,23,29,10099,7,69,35
20010608,282,29,32,116,120,72,2452,0,0,10122,4,70,37
20010609,323,5,10,106,81,49,1950,0,0,10147,5,68,29
20010610,303,14,19,122,28,17,1501,6,5,10141,7,71,23
20010611,286,32,33,127,98,59,2285,2,1,10196,5,70,36
20010612,292,20,22,141,14,8,1337,0,-1,10191,7,67,22
20010613,328,17,20,143,89,53,2414,0,0,10158,6,72,39
20010614,53,22,23,158,123,74,2580,0,0,10152,4,61,43
20010615,172,15,26,171,44,26,1674,22,162,10092,7,75,29
20010616,168,16,22,155,66,39,1433,30,33,10064,5,85,24
20010617,304,14,24,151,13,8,989,61,81,10091,7,92,16
20010618,325,37,35,132,3,2,828,0,-1,10232,7,80,13
20010619,324,15,16,137,120,72,2592,0,0,10272,5,71,42
20010620,227,23,30,170,87,52,2444,0,-1,10192,6,67,42
20010621,301,30,30,149,84,50,2092,0,0,10150,5,70,34
20010622,304,37,38,141,23,14,1515,0,-1,10162,7,75,25
20010623,7,7,17,158,65,39,2055,0,0,10199,5,70,35
20010624,45,8,20,183,83,50,2012,0,0,10216,4,70,36
20010625,42,34,35,188,150,90,3016,0,0,10244,3,62,54
20010626,103,35,38,215,146,87,2847,0,0,10179,5,56,53
20010627,230,28,42,198,22,13,1307,10,9,10120,7,76,24
20010628,233,39,40,188,86,51,2292,0,-1,10173,6,72,41
20010629,218,33,32,199,88,53,2006,0,-1,10210,5,73,36
20010630,277,27,28,194,54,32,1781,8,6,10198,6,76,32
20010701,291,35,33,182,136,82,2649,0,0,10259,3,72,47
20010702,18,12,16,184,21,13,1329,0,0,10280,6,76,24
20010703,91,38,40,207,152,91,2899,0,0,10201,1,68,53
20010704,115,49,52,227,155,93,3031,0,0,10123,1,51,58
20010705,119,32,38,252,147,89,2871,0,0,10117,3,53,57
20010706,50,10,28,247,70,42,1997,0,-1,10086,6,64,39
20010707,235,21,30,207,18,11,1190,21,82,10042,7,82,22
20010708,223,37,38,175,0,0,254,79,98,10083,8,97,4
20010709,253,30,33,174,37,22,1445,3,2,10137,7,81,25
20010710,204,39,43,183,27,16,1365,12,35,10080,7,80,24
20010711,227,77,78,165,60,36,1771,25,73,10077,6,75,30
20010712,221,49,49,153,49,30,1528,23,76,10096,6,84,25
20010713,225,35,35,152,44,27,1456,25,104,10079,6,86,24
20010714,205,11,18,138,25,15,744,57,57,10066,7,93,12
20010715,237,11,19,141,53,32,1448,5,18,10149,6,84,23
20010716,360,14,16,146,93,57,1999,0,0,10167,4,73,33
20010717,104,38,38,164,64,39,2076,9,8,10085,6,74,35
20010718,163,41,46,157,25,15,1266,80,127,9987,7,88,21
20010719,224,22,33,157,53,33,1304,24,102,10004,6,88,22
20010720,294,26,33,148,38,24,1210,4,4,10123,6,86,20
20010721,186,36,37,155,3,2,738,32,40,10174,7,89,12
20010722,234,18,25,193,87,54,2226,5,2,10182,5,81,40
20010723,82,11,13,188,39,24,1788,32,36,10178,7,85,32
20010724,338,19,20,193,98,62,2273,0,0,10177,3,83,41
20010725,24,17,18,197,103,65,2386,0,0,10194,3,80,43
20010726,99,19,23,220,124,78,2468,0,0,10179,5,67,46
20010727,51,20,25,216,39,25,1538,6,2,10171,5,77,29
20010728,348,29,28,205,110,70,2366,0,0,10208,2,80,43
20010729,246,13,17,207,107,68,2314,0,0,10231,3,76,43
20010730,286,16,25,217,116,74,2345,0,0,10223,2,74,44
20010731,283,23,32,195,65,42,1918,0,0,10220,5,81,35
20010801,26,23,27,174,75,48,2023,0,-1,10247,4,71,35
20010802,93,27,30,201,64,41,1812,15,15,10125,6,73,33
20010803,233,30,36,188,49,32,1271,9,5,10095,6,83,23
20010804,241,32,37,173,75,49,1676,17,13,10147,5,76,29
20010805,238,29,38,158,65,42,1650,32,124,10148,6,83,28
20010806,207,36,39,173,28,18,1239,24,149,10109,7,88,21
20010807,215,35,42,182,22,14,1074,75,205,10065,8,90,19
20010808,220,60,61,161,45,30,1084,48,134,10037,5,87,18
20010809,213,28,28,150,25,17,1176,53,90,10119,7,91,19
20010810,283,23,27,145,41,27,1318,31,88,10210,6,85,22
20010811,228,36,35,163,95,63,1869,0,-1,10248,5,76,32
20010812,222,46,47,164,0,0,539,71,61,10174,8,82,9
20010813,233,39,40,187,0,0,419,11,2,10134,8,90,7
20010814,171,15,22,216,123,83,2309,0,0,10152,1,79,43
20010815,156,22,25,244,110,75,2098,0,0,10130,3,74,41
20010816,230,35,40,195,65,44,1440,9,14,10141,5,80,26
20010817,201,4,24,179,115,79,2063,0,0,10189,2,75,36
20010818,100,29,35,200,56,38,1636,0,-1,10121,6,80,30
20010819,190,42,43,199,61,42,1458,2,1,10075,6,78,27
20010820,235,19,25,177,56,39,1429,0,-1,10147,5,84,25
20010821,120,16,19,185,89,62,1832,0,0,10202,2,82,32
20010822,360,17,17,212,75,52,1768,0,0,10218,5,80,33
20010823,135,13,19,226,47,33,1534,0,0,10194,7,78,29
20010824,226,4,15,230,88,62,1890,0,0,10173,3,78,36
20010825,140,18,20,240,106,75,1965,0,0,10171,1,74,38
20010826,275,7,28,225,43,31,1334,33,162,10159,6,82,25
20010827,338,31,32,169,108,77,2026,14,15,10201,4,77,35
20010828,333,19,21,142,100,72,1783,0,0,10205,3,80,29
20010829,74,24,24,150,85,61,1870,0,0,10161,5,79,31
20010830,265,15,20,163,30,22,1004,0,-1,10091,7,82,17
20010831,228,13,18,159,17,12,884,20,84,10090,7,91,15
20010901,302,26,25,146,53,39,1326,2,3,10161,5,86,22
20010902,216,33,34,157,0,0,330,20,11,10142,7,95,6
20010903,250,22,28,158,8,6,503,64,208,10102,8,90,8
20010904,297,33,38,138,37,27,970,104,167,10095,6,90,16
20010905,286,28,35,145,59,44,1415,22,9,10171,7,79,23
20010906,294,9,22,151,42,32,1020,6,4,10137,7,87,17
20010907,256,41,43,150,11,8,704,30,16,10121,8,83,12
20010908,299,52,54,132,77,58,1378,54,79,10075,5,76,22
20010909,299,35,37,118,38,29,784,73,129,10087,6,80,12
20010910,305,43,44,130,47,36,1100,32,32,10116,7,79,17
20010911,290,37,39,140,44,34,1076,38,57,10134,7,77,17
20010912,244,25,33,151,10,8,629,42,78,10129,8,85,10
20010913,233,33,35,128,39,30,980,55,102,10018,7,88,15
20010914,281,21,23,127,42,33,1017,0,-1,10066,6,87,16
20010915,237,31,40,126,44,35,940,62,134,10085,7,87,15
20010916,293,18,22,103,60,47,1053,48,112,10123,5,93,16
20010917,235,6,26,110,26,21,809,69,235,10120,6,92,12
20010918,181,9,21,111,11,9,746,0,-1,10117,7,90,11
20010919,118,46,58,112,0,0,116,142,296,10020,8,94,2
20010920,316,20,24,126,6,5,510,0,-1,10072,8,90,8
20010921,317,29,30,126,85,69,1120,9,37,10139,4,85,18
20010922,284,28,30,126,81,66,1251,31,35,10138,6,85,20
20010923,33,25,31,130,44,36,941,3,1,10097,7,87,15
20010924,59,21,25,128,5,4,571,56,233,10127,8,92,9
20010925,140,3,11,111,34,28,942,2,1,10168,4,94,14
20010926,151,21,21,125,35,29,945,28,28,10177,7,89,15
20010927,230,32,35,154,22,18,710,38,48,10135,7,92,12
20010928,194,22,28,160,95,80,1333,0,0,10144,5,85,22
20010929,150,23,25,148,36,31,873,34,43,10106,7,90,14
20010930,191,38,41,163,35,30,917,19,9,10102,7,87,16
20011001,213,65,67,169,0,0,347,11,12,10032,8,85,6
20011002,215,45,50,162,3,3,174,66,95,10048,7,90,3
20011003,222,45,45,151,50,43,982,5,2,10099,6,85,16
20011004,220,41,43,138,45,39,836,0,-1,10134,6,89,13
20011005,151,29,30,138,65,57,1033,0,0,10101,4,84,17
20011006,178,31,33,156,38,34,713,32,66,10067,5,88,12
20011007,175,47,48,153,37,33,793,12,6,10032,7,83,13
20011008,186,60,61,145,51,46,753,2,1,10028,4,76,12
20011009,208,60,61,143,34,31,581,3,2,10103,6,82,9
20011010,230,55,56,140,57,51,934,0,0,10221,6,83,15
20011011,221,43,44,147,2,2,251,0,-1,10265,7,89,4
20011012,159,23,24,145,90,82,1006,0,0,10248,1,85,16
20011013,151,20,21,166,67,62,857,0,0,10209,1,89,15
20011014,171,29,31,166,31,29,593,3,1,10163,5,90,10
20011015,164,30,34,167,44,41,745,3,4,10145,5,86,13
20011016,197,11,19,130,89,83,941,0,0,10258,5,82,15
20011017,113,30,31,140,71,67,809,0,0,10201,6,84,13
20011018,144,23,26,153,33,31,650,26,13,10126,7,90,11
20011019,121,23,25,157,8,8,417,0,0,10121,7,92,7
20011020,118,30,31,151,36,35,651,0,-1,10057,7,78,11
20011021,164,34,37,139,2,2,362,3,1,10023,7,87,6
20011022,210,36,39,120,16,16,252,0,-1,10109,6,87,4
20011023,152,30,33,126,0,0,121,94,136,10152,8,96,2
20011024,182,31,31,119,26,26,378,7,7,10189,6,95,6
20011025,209,28,29,131,39,39,604,0,-1,10209,6,92,10
20011026,177,44,45,130,41,41,614,5,3,10164,6,87,10
20011027,221,37,38,127,51,51,540,10,12,10164,6,91,8
20011028,250,23,26,112,46,46,516,0,-1,10240,5,92,8
20011029,234,42,43,116,10,10,338,0,0,10220,6,91,5
20011030,217,62,63,153,70,72,678,0,0,10158,3,79,11
20011031,252,51,57,118,40,41,411,37,48,10169,5,80,6
20011101,281,22,23,81,59,61,562,3,4,10351,3,83,8
20011102,240,21,22,92,59,62,640,0,0,10388,5,88,9
20011103,224,21,21,106,1,1,289,0,0,10317,7,89,4
20011104,248,29,30,103,5,5,139,0,-1,10218,7,84,2
20011105,246,22,27,79,38,40,443,0,-1,10219,6,78,6
20011106,248,44,48,101,10,11,228,29,27,10100,7,85,3
20011107,255,31,32,96,3,3,238,30,88,10046,7,86,3
20011108,301,31,48,64,18,20,239,92,112,9935,7,86,3
20011109,358,21,23,23,52,57,536,30,30,10180,4,90,6
20011110,194,33,33,28,39,43,432,0,0,10296,6,82,5
20011111,199,24,24,65,0,0,124,4,1,10232,8,91,2
20011112,285,13,25,100,0,0,136,86,35,10139,8,96,2
20011113,351,29,30,55,21,23,347,3,3,10193,6,85,4
20011114,360,23,25,32,63,71,553,5,4,10306,2,87,7
20011115,156,7,13,2,79,89,621,0,0,10387,4,97,7
20011116,359,12,12,83,1,1,194,4,1,10388,8,95,3
20011117,86,5,10,78,3,3,183,6,2,10343,8,97,3
20011118,31,15,15,70,0,0,238,0,-1,10253,7,96,3
20011119,294,4,8,59,7,8,151,3,1,10255,7,100,2
20011120,231,26,25,74,0,0,102,0,-1,10291,7,93,1
20011121,226,68,68,90,8,9,199,21,26,10247,7,90,3
20011122,297,41,47,71,0,0,125,72,73,10151,6,84,2
20011123,296,26,29,47,47,56,383,25,19,10220,5,82,5
20011124,220,21,23,76,0,0,55,131,35,10204,8,99,1
20011125,235,27,33,107,0,0,131,93,67,10155,8,98,2
20011126,311,11,12,51,7,8,248,27,8,10131,6,96,3
20011127,190,30,33,38,56,68,401,32,44,10093,5,94,5
20011128,242,31,34,63,58,70,431,5,3,10140,5,86,6
20011129,207,45,46,85,0,0,26,158,167,10128,8,96,0
20011130,193,26,28,117,0,0,52,152,104,10103,8,99,1
20011201,209,35,39,117,0,0,50,113,41,10150,7,97,1
20011202,65,13,20,68,7,9,128,19,38,10253,6,97,2
20011203,134,19,18,85,0,0,128,49,17,10213,8,98,2
20011204,225,38,52,95,0,0,75,34,47,10118,7,87,1
20011205,218,43,52,80,5,6,172,36,33,10141,7,90,2
20011206,334,34,33,60,47,59,347,7,2,10288,3,88,5
20011207,86,6,10,8,63,79,381,0,0,10393,1,95,4
20011208,86,23,24,10,46,58,347,0,0,10416,2,95,4
20011209,61,25,26,-5,44,56,313,0,0,10419,3,94,3
20011210,39,9,11,3,53,67,352,0,0,10413,3,90,4
20011211,2,10,13,44,0,0,121,0,-1,10369,8,99,1
20011212,43,28,29,40,0,0,73,0,-1,10331,8,96,1
20011213,54,38,39,20,3,4,135,0,-1,10358,5,83,2
20011214,58,29,31,-40,44,57,324,0,0,10418,2,72,3
20011215,38,25,24,-12,0,0,83,3,1,10386,7,89,1
20011216,35,24,27,-7,64,83,382,0,0,10395,3,92,4
20011217,310,4,13,-3,33,43,254,13,6,10366,4,98,3
20011218,312,14,16,20,0,0,72,2,1,10362,7,98,1
20011219,279,30,35,48,0,0,63,52,51,10261,7,91,1
20011220,250,21,30,14,53,69,296,13,11,10257,5,85,3
20011221,264,47,51,48,0,0,21,152,187,10065,7,92,0
20011222,305,21,27,6,17,22,197,57,34,10054,5,93,2
20011223,206,25,31,-26,61,79,481,0,-1,10182,3,81,5
20011224,229,70,72,39,0,0,23,97,65,10036,8,92,0
20011225,271,45,47,54,20,26,218,79,71,9938,6,87,3
20011226,267,28,30,11,7,9,108,82,57,10026,6,94,1
20011227,232,54,56,32,0,0,38,115,108,10031,8,95,0
20011228,260,74,77,64,13,17,156,68,72,9969,7,80,2
20011229,260,19,25,16,0,0,115,63,55,9977,7,96,1
20011230,273,27,30,-2,12,15,131,35,33,10074,6,93,1
20011231,276,17,19,-1,54,69,382,9,9,10277,3,91,4
20020101,234,36,36,-2,26,33,250,0,0,10365,5,97,3
20020102,204,11,20,-21,0,0,132,0,-1,10351,7,98,1
20020103,99,50,50,-22,68,87,518,0,0,10342,2,84,5
20020104,128,42,43,-34,68,86,457,0,0,10337,0,58,4
20020105,160,26,26,-23,55,70,346,0,0,10365,3,78,3
20020106,210,13,15,15,0,0,54,4,1,10351,8,98,1
20020107,39,7,10,26,4,5,142,0,0,10344,8,97,2
20020108,91,20,23,13,0,0,101,0,-1,10342,6,93,1
20020109,132,17,18,-13,68,85,478,0,0,10364,0,95,5
20020110,147,25,25,-5,35,43,290,0,0,10331,6,92,3
20020111,205,30,37,24,2,2,68,25,15,10289,8,94,1
20020112,199,29,31,35,0,0,32,50,16,10310,7,95,0
20020113,157,29,29,23,67,82,442,0,0,10274,1,86,5
20020114,155,31,32,26,0,0,90,6,2,10251,8,96,1
20020115,168,34,33,40,0,0,37,115,65,10160,8,96,0
20020116,210,29,27,43,63,76,447,0,-1,10205,6,95,6
20020117,194,46,47,53,0,0,135,33,27,10191,8,95,2
20020118,210,38,41,48,65,78,436,19,16,10180,7,95,5
20020119,231,54,58,70,30,36,288,33,25,10119,5,90,4
20020120,227,73,75,83,0,0,53,54,107,10117,8,95,1
20020121,224,54,59,102,0,0,85,22,12,10102,7,96,1
20020122,218,61,66,76,7,8,173,25,11,10040,6,91,2
20020123,182,61,63,71,0,0,73,35,32,9985,6,91,1
20020124,237,58,75,84,0,0,99,61,54,9951,7,90,1
20020125,207,35,43,51,36,41,344,56,28,10145,6,89,4
20020126,222,92,94,103,2,2,105,98,229,10029,7,92,2
20020127,246,49,52,99,10,11,279,79,72,10043,8,92,4
20020128,236,100,102,113,46,52,387,32,27,10126,5,83,6
20020129,233,71,72,100,33,37,373,1,1,10208,7,82,5
20020130,201,46,49,105,13,15,301,2,1,10156,7,86,4
20020131,230,57,63,87,64,71,537,28,41,10138,5,77,8
20020201,204,70,71,107,8,9,174,5,2,10149,7,80,3
20020202,186,65,66,118,78,85,693,0,0,10177,3,61,11
20020203,170,47,50,102,38,41,379,2,1,10116,6,62,6
20020204,206,73,78,86,9,10,226,74,101,10116,7,80,3
20020205,204,62,63,108,3,3,130,67,74,9998,8,86,2
20020206,237,46,53,74,16,17,236,39,48,10024,7,85,3
20020207,225,48,52,61,18,19,296,47,39,10169,6,87,4
20020208,228,52,54,101,16,17,362,40,20,10154,8,91,5
20020209,235,76,77,105,5,5,190,21,33,10048,7,84,3
20020210,245,62,65,84,18,19,362,52,34,10062,7,81,5
20020211,231,97,98,110,0,0,58,145,233,10027,8,91,1
20020212,247,68,69,114,39,40,535,9,2,10090,7,82,8
20020213,6,20,28,77,35,36,512,0,-1,10171,6,83,7
20020214,45,51,51,26,89,90,973,0,0,10285,1,72,11
20020215,29,37,38,11,87,88,956,0,0,10327,1,70,11
20020216,33,29,30,19,90,90,1002,0,0,10296,1,70,11
20020217,264,8,16,8,88,88,908,0,0,10207,2,82,10
20020218,257,33,39,54,51,50,601,16,8,10182,6,82,8
20020219,252,54,65,66,55,54,623,90,118,10125,7,81,8
20020220,276,53,64,75,48,47,645,82,152,9934,6,80,9
20020221,293,20,48,39,82,80,901,23,19,10147,5,65,11
20020222,243,71,80,72,17,16,306,87,142,9986,7,82,4
20020223,268,72,73,49,42,40,512,23,32,9970,6,67,6
20020224,259,33,45,37,54,51,744,57,33,10069,6,81,9
20020225,206,35,47,67,0,0,168,143,116,10001,8,96,2
20020226,232,96,100,103,52,49,628,85,130,9903,7,81,9
20020227,236,77,79,65,68,63,881,10,4,9960,6,72,12
20020228,222,70,70,54,51,47,576,19,53,9984,5,84,7
20020301,323,12,35,40,68,63,939,28,27,10104,5,80,11
20020302,264,18,23,15,91,83,1170,3,1,10155,3,81,13
20020303,241,30,30,45,67,61,867,0,-1,10185,6,83,11
20020304,246,27,28,84,1,1,368,0,0,10186,8,82,5
20020305,252,21,22,74,36,32,645,0,0,10134,7,79,9
20020306,235,63,65,79,0,0,204,27,11,10051,8,89,3
20020307,279,63,66,97,80,71,1182,8,8,10137,4,72,17
20020308,220,37,38,83,86,76,1158,0,0,10228,5,75,16
20020309,248,62,67,88,78,69,1197,24,11,10103,5,72,17
20020310,216,55,59,77,99,87,1328,0,0,10144,3,67,18
20020311,204,42,43,92,92,80,1268,0,0,10137,5,72,18
20020312,145,9,13,91,23,20,722,25,9,10151,8,80,10
20020313,34,37,38,50,0,0,181,90,28,10178,7,89,2
20020314,80,65,68,35,60,51,1097,26,12,10152,5,80,13
20020315,93,65,66,49,8,7,632,0,-1,10127,8,84,8
20020316,140,31,33,103,95,80,1382,0,-1,10137,5,80,20
20020317,165,29,32,101,18,15,541,42,42,10093,6,87,8
20020318,193,53,59,98,4,3,399,52,91,9996,7,88,6
20020319,259,53,55,93,45,37,901,21,10,10018,7,81,13
20020320,265,37,42,104,25,21,823,80,68,10109,8,86,12
20020321,273,38,37,106,34,28,850,27,13,10163,6,85,13
20020322,327,30,36,72,26,21,741,8,2,10235,5,84,10
20020323,16,27,30,56,85,69,1431,0,-1,10326,3,76,18
20020324,54,24,25,31,70,56,1211,0,0,10353,5,79,14
20020325,70,15,15,43,104,83,1441,0,0,10310,7,70,18
20020326,18,11,18,55,29,23,905,0,0,10294,6,72,12
20020327,57,29,31,56,118,94,1771,0,0,10324,1,64,23
20020328,91,30,31,66,117,92,1909,0,0,10294,1,56,25
20020329,140,28,32,69,118,93,1862,0,0,10234,1,65,25
20020330,157,22,22,85,12,9,946,0,0,10217,6,71,13
20020331,200,23,28,102,68,53,1389,0,0,10173,6,71,20
20020401,160,21,24,110,94,73,1585,0,0,10166,4,76,24
20020402,123,40,42,142,110,85,1760,0,0,10148,4,54,29
20020403,96,65,66,147,122,93,1921,0,0,10103,3,48,32
20020404,80,46,46,121,109,83,1829,0,0,10093,3,50,28
20020405,83,69,70,93,124,94,2042,0,0,10114,0,44,29
20020406,67,58,59,57,124,93,2117,0,0,10205,0,52,27
20020407,36,34,35,69,125,94,2073,0,0,10226,1,70,28
20020408,53,34,37,83,125,93,2081,0,0,10232,0,61,29
20020409,10,27,29,58,24,18,1010,4,2,10219,5,81,13
20020410,56,53,56,70,99,73,1672,0,0,10194,2,57,22
20020411,44,39,40,77,57,42,1232,0,0,10103,4,64,17
20020412,12,43,43,75,95,70,1643,0,0,10054,4,78,22
20020413,356,40,41,73,22,16,1055,0,-1,10066,6,74,14
20020414,293,23,25,67,24,17,1110,56,33,10100,7,86,15
20020415,302,32,32,70,0,0,321,175,83,10137,8,92,4
20020416,348,25,23,83,1,1,478,128,56,10154,8,93,7
20020417,169,2,12,81,22,16,641,24,27,10162,6,92,9
20020418,247,10,23,76,36,26,1008,0,-1,10165,6,86,14
20020419,357,8,19,75,81,57,1573,0,-1,10216,3,80,21
20020420,353,17,19,76,52,37,1199,0,0,10306,4,82,16
20020421,158,9,13,93,113,79,2145,0,0,10355,3,78,31
20020422,231,24,28,140,56,39,1703,0,0,10310,7,67,28
20020423,306,26,28,135,84,58,1873,0,0,10298,6,77,30
20020424,342,16,20,147,73,51,1793,0,0,10262,5,79,29
20020425,269,26,28,103,47,32,1384,0,0,10206,6,89,20
20020426,227,38,48,82,3,2,538,92,122,10053,7,92,7
20020427,257,46,51,92,63,43,1373,2,1,10073,6,74,20
20020428,211,62,67,102,25,17,701,88,81,9976,7,84,10
20020429,233,70,74,94,58,39,1146,23,21,10000,5,75,17
20020430,199,53,56,108,4,3,591,39,66,10041,8,81,9
20020501,217,35,44,104,99,67,1799,28,18,10043,6,79,27
20020502,203,14,30,97,20,13,881,64,70,10083,6,87,13
20020503,353,30,33,101,80,53,1955,0,-1,10155,6,76,29
20020504,360,47,48,89,0,0,380,0,-1,10175,8,78,5
20020505,352,31,37,88,0,0,384,129,64,10159,8,93,5
20020506,90,21,25,111,54,36,1450,12,4,10224,6,86,22
20020507,76,22,28,135,119,78,2510,0,-1,10223,3,77,40
20020508,35,43,44,135,64,42,1889,0,0,10160,7,87,30
20020509,30,28,29,167,48,31,1667,0,-1,10085,7,84,29
20020510,231,25,25,139,0,0,761,0,-1,10073,7,91,12
20020511,261,22,23,126,0,0,421,0,-1,10094,8,90,7
20020512,346,10,18,119,11,7,789,0,-1,10146,7,86,12
20020513,144,41,42,160,108,69,2328,0,-1,10127,4,73,39
20020514,220,59,64,132,57,37,1291,54,58,10141,6,77,20
20020515,236,34,37,139,89,57,2116,0,0,10241,4,76,34
20020516,212,3,21,160,139,88,2607,0,0,10208,3,75,44
20020517,47,36,35,163,135,86,2626,0,0,10139,4,73,45
20020518,238,23,35,144,13,8,935,4,4,10150,7,78,15
20020519,229,27,31,145,79,50,1898,0,-1,10188,4,79,31
20020520,164,26,28,166,99,62,2197,0,0,10143,5,74,38
20020521,142,44,45,197,85,53,2171,0,-1,10042,6,63,39
20020522,173,31,33,160,0,0,439,72,46,10011,7,86,7
20020523,230,24,28,148,85,53,2071,0,0,10077,5,76,34
20020524,187,47,48,121,42,26,1001,42,17,10077,6,87,15
20020525,207,41,45,126,66,41,1832,5,5,10106,5,76,29
20020526,163,40,45,121,35,22,1225,22,28,10065,5,78,19
20020527,176,28,28,126,75,46,1937,0,-1,10069,4,80,30
20020528,184,30,31,143,94,58,2255,0,-1,10088,5,72,37
20020529,225,49,50,128,75,46,1600,21,40,10148,4,77,25
20020530,227,32,34,130,70,43,1717,0,-1,10225,5,75,27
20020531,269,29,34,125,104,64,2184,0,0,10255,4,75,34
