date,temp_c,precip_mm,sunshine_h,global_rad,pressure_hpa,nao,gdp_mln_eur,population,wind_energy_gwh,solar_energy_gwh,day_of_week,month,is_weekend,is_holiday,sin1_ann,cos1_ann,sin2_ann,cos2_ann
2009-01-16,-1.454938968301193,-0.4789106033453993,-1.1929480480269756,-1.1096808876941786,0.38758757264840205,-0.02970317344196907,-1.193424097566162,-1.633429055901863,-0.8044082071601062,-0.6015393770080089,4,1,0,0,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838
2009-01-17,-0.9287352468232852,-0.33226606846656925,-1.002222489712263,-1.19053179078951,-0.28082972872942635,-0.02970317344196907,-1.1924056647822703,-1.632697690007949,-0.8044082071601062,-0.6015393770080089,5,1,1,0,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915
2009-01-18,-0.8490074102357235,0.6523472371484326,-1.026063184501602,-1.215797698006801,-1.8369887584996862,-0.02970317344196907,-1.1913872319983803,-1.6319663241140354,-0.8044082071601062,-0.6015393770080089,6,1,1,0,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267
2009-01-19,-0.9606263814583099,0.3800073866591766,-0.9545411001335847,-1.2208508794502593,-2.902278832570609,-0.02970317344196907,-1.1903687992144885,-1.6312349582201349,-0.8044082071601062,-0.6015393770080089,0,1,0,0,0.321057654185271,0.9470596510722283,0.6081214998935418,0.793843965378102
2009-01-20,-1.0881909199984088,-0.2903676299297607,-0.35852373040010777,-0.9290296510905475,-2.1816414295226374,-0.02970317344196907,-1.1893503664305969,-1.630503592326221,-0.8044082071601062,-0.6015393770080089,1,1,0,0,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742
2009-01-21,-1.1838643239034827,-0.4789106033453993,-0.9545411001335847,-1.0313565753205762,-1.0745752741156027,-0.02970317344196907,-1.188331933646705,-1.6297722264323073,-0.8044082071601062,-0.6015393770080089,2,1,0,0,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042
2009-01-22,-1.0881909199984088,0.9456363069060926,-1.1929480480269756,-1.2195875840893948,-2.2756376125288926,-0.02970317344196907,-1.1873135008628133,-1.6290408605383935,-0.8044082071601062,-0.6015393770080089,3,1,0,0,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308
2009-01-23,-0.9127896795057728,4.255612951313971,-1.1929480480269756,-1.2347471284197693,-4.395773740336694,-0.02970317344196907,-1.1862950680789215,-1.6283094946444798,-0.8044082071601062,-0.6015393770080089,4,1,0,0,0.38541335945432564,0.9227440286201427,0.7112757519738151,0.7029130847082616
2009-01-24,-1.0881909199984088,-0.4789106033453993,-0.5730899835041594,-1.0073539634641497,-2.7560625478942105,-0.02970317344196907,-1.1852766352950297,-1.6275781287505793,-0.8044082071601062,-0.6015393770080089,5,1,1,0,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382
2009-01-25,-1.3752111317136309,-0.4789106033453993,0.21365294454403028,-0.75216830056951,-1.9832050431760961,-0.02970317344196907,-1.1842582025111381,-1.6268467628566656,-0.8044082071601062,-0.6015393770080089,6,1,1,0,0.4169258813287287,0.908940487313808,0.757921627497347,0.6523456189565258
2009-01-26,-1.5187212375712422,-0.4789106033453993,0.18981224975469105,-0.7332188701565417,-1.2938997011302058,-0.02970317344196907,-1.1832397697272463,-1.6261153969627518,-0.8044082071601062,-0.6015393770080089,0,1,0,0,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018
2009-01-27,-1.8057414492864647,-0.4789106033453993,0.47590058722676004,-0.6725806928350432,-0.03017324071274217,-0.02970317344196907,-1.1822213369433545,-1.625384031068838,-0.8044082071601062,-0.6015393770080089,1,1,0,0,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177215
2009-01-28,-1.8854692858740265,-0.4789106033453993,0.6427854507521337,-0.6169956969570028,0.3771435523143711,-0.02970317344196907,-1.1812029041594627,-1.6246526651749242,-0.8044082071601062,-0.6015393770080089,2,1,0,0,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569038
2009-01-29,-1.917360420509051,-0.4789106033453993,0.6904668403308118,-0.5070890005617866,0.6904641623352292,-0.02970317344196907,-1.180184471375571,-1.6239212992810237,-0.8044082071601062,-0.6015393770080089,3,1,0,0,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729845
2009-01-30,-1.7100680453813906,-0.4789106033453993,0.6427854507521337,-0.5462511567485878,0.7531282843394033,-0.02970317344196907,-1.179166038591681,-1.62318993338711,-0.8044082071601062,-0.6015393770080089,4,1,0,0,0.49346814167723735,0.8697638720650646,0.8584015232918916,0.5129783862992281
2009-01-31,-1.7100680453813906,-0.4789106033453993,0.7143075351201509,-0.5108788866443803,0.4293636539845141,-0.02970317344196907,-1.1781476058077893,-1.6224585674931962,-0.8044082071601062,-0.6015393770080089,5,1,1,0,0.5083564379375122,0.8611467540480451,0.8755389928586301,0.4831474640149688
